,Kaina,Markė,Modelis,Metai,Kuro tipas,Kėbulo tipas,Pavarų dėžė,Variklis,Rida
20343,29 700 €,Volkswagen,Passat,2022-04,Benzinas,Universalas,Automatinė,"1.5 l., 110 kW",12 500 km
20344,29 800 €,BMW,540,2017-09,Benzinas,Sedanas,Automatinė,"3.0 l., 250 kW",105 000 km
20345,29 850 €,BMW,320,2019-11,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",153 273 km
20346,29 887 €,Hyundai,Kona,2020-11,Elektra,Visureigis,Automatinė,150 kW,26 458 km
20347,29 900 €,Toyota,RAV4,2021-10,Benzinas,Visureigis,Automatinė,"2.0 l., 129 kW",41 856 km
20348,29 900 €,Kia,XCeed,2022-03,Benzinas / elektra,Visureigis,Automatinė,"1.6 l., 77 kW",7 000 km
20349,29 900 €,Mercedes-Benz,E220,2018-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 143 kW",166 000 km
20350,29 900 €,Audi,Q7,2017-07,Dyzelinas,Visureigis,Automatinė,"3.0 l., 200 kW",196 000 km
20351,29 900 €,Lexus,UX 250h,2019-05,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 131 kW",105 200 km
20352,29 900 €,Lexus,IS 300h,2017-12,Benzinas / elektra,Sedanas,Automatinė,"2.5 l., 133 kW",162 800 km
20353,29 900 €,Porsche,Panamera,2014-01,Benzinas,Hečbekas,Automatinė,"3.6 l., 228 kW",205 700 km
20354,29 900 €,BMW,530,2018-05,Benzinas,Universalas,Automatinė,"2.0 l., 185 kW",53 025 km
20355,29 900 €,Mercedes-Benz,CLS250,2016-06,Dyzelinas,Universalas,Automatinė,"2.1 l., 150 kW",130 000 km
20356,29 900 €,Jaguar,F-Pace,2018-10,Dyzelinas,Visureigis,Automatinė,"2.0 l., 177 kW",34 330 km
20357,29 950 €,BMW,320,2020-09,Dyzelinas,Universalas,Automatinė,"2.0 l., 110 kW",80 000 km
20358,29 950 €,Porsche,Macan,2014-08,Dyzelinas,Visureigis,Automatinė,"3.0 l., 190 kW",234 000 km
20359,29 990 €,Volkswagen,Golf,2021-03,Benzinas / elektra,Hečbekas,Automatinė,"1.4 l., 150 kW",24 660 km
20360,29 500 €,Volkswagen,Tiguan,2018-10,Benzinas,Visureigis,Automatinė,"2.0 l., 132 kW",26 254 km
20361,29 500 €,Lexus,UX 250h,2020-08,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 130 kW",44 700 km
20362,29 700 €,Volkswagen,Passat,2022-04,Benzinas,Universalas,Automatinė,"1.5 l., 110 kW",12 500 km
20363,29 800 €,BMW,540,2017-09,Benzinas,Sedanas,Automatinė,"3.0 l., 250 kW",105 000 km
20364,29 850 €,BMW,320,2019-11,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",153 273 km
20365,29 887 €,Hyundai,Kona,2020-11,Elektra,Visureigis,Automatinė,150 kW,26 458 km
20366,29 900 €,Toyota,RAV4,2021-10,Benzinas,Visureigis,Automatinė,"2.0 l., 129 kW",41 856 km
20367,29 900 €,Lexus,UX 250h,2019-05,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 131 kW",105 200 km
20368,29 900 €,Lexus,IS 300h,2017-12,Benzinas / elektra,Sedanas,Automatinė,"2.5 l., 133 kW",162 800 km
20369,29 900 €,Kia,XCeed,2022-03,Benzinas / elektra,Visureigis,Automatinė,"1.6 l., 77 kW",7 000 km
20370,29 900 €,Mercedes-Benz,E220,2018-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 143 kW",166 000 km
20371,29 900 €,Audi,Q7,2017-07,Dyzelinas,Visureigis,Automatinė,"3.0 l., 200 kW",196 000 km
20372,29 900 €,Porsche,Panamera,2014-01,Benzinas,Hečbekas,Automatinė,"3.6 l., 228 kW",205 700 km
20373,29 900 €,BMW,530,2018-05,Benzinas,Universalas,Automatinė,"2.0 l., 185 kW",53 025 km
20374,29 900 €,Mercedes-Benz,CLS250,2016-06,Dyzelinas,Universalas,Automatinė,"2.1 l., 150 kW",130 000 km
20375,29 900 €,Jaguar,F-Pace,2018-10,Dyzelinas,Visureigis,Automatinė,"2.0 l., 177 kW",34 330 km
20376,29 950 €,BMW,320,2020-09,Dyzelinas,Universalas,Automatinė,"2.0 l., 110 kW",80 000 km
20377,29 950 €,Porsche,Macan,2014-08,Dyzelinas,Visureigis,Automatinė,"3.0 l., 190 kW",234 000 km
20378,29 990 €,Volkswagen,Golf,2021-03,Benzinas / elektra,Hečbekas,Automatinė,"1.4 l., 150 kW",24 660 km
20379,29 500 €,Volkswagen,Tiguan,2018-10,Benzinas,Visureigis,Automatinė,"2.0 l., 132 kW",26 254 km
20380,29 500 €,Lexus,UX 250h,2020-08,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 130 kW",44 700 km
20381,29 700 €,Volkswagen,Passat,2022-04,Benzinas,Universalas,Automatinė,"1.5 l., 110 kW",12 500 km
20382,29 800 €,BMW,540,2017-09,Benzinas,Sedanas,Automatinė,"3.0 l., 250 kW",105 000 km
20383,29 850 €,BMW,320,2019-11,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",153 273 km
20384,29 887 €,Hyundai,Kona,2020-11,Elektra,Visureigis,Automatinė,150 kW,26 458 km
20385,29 900 €,Toyota,RAV4,2021-10,Benzinas,Visureigis,Automatinė,"2.0 l., 129 kW",41 856 km
20386,29 900 €,Lexus,UX 250h,2019-05,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 131 kW",105 200 km
20387,29 900 €,Lexus,IS 300h,2017-12,Benzinas / elektra,Sedanas,Automatinė,"2.5 l., 133 kW",162 800 km
20388,29 900 €,Kia,XCeed,2022-03,Benzinas / elektra,Visureigis,Automatinė,"1.6 l., 77 kW",7 000 km
20389,29 900 €,Mercedes-Benz,E220,2018-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 143 kW",166 000 km
20390,29 900 €,Audi,Q7,2017-07,Dyzelinas,Visureigis,Automatinė,"3.0 l., 200 kW",196 000 km
20391,29 900 €,Porsche,Panamera,2014-01,Benzinas,Hečbekas,Automatinė,"3.6 l., 228 kW",205 700 km
20392,29 900 €,BMW,530,2018-05,Benzinas,Universalas,Automatinė,"2.0 l., 185 kW",53 025 km
20393,29 900 €,Mercedes-Benz,CLS250,2016-06,Dyzelinas,Universalas,Automatinė,"2.1 l., 150 kW",130 000 km
20394,29 900 €,Jaguar,F-Pace,2018-10,Dyzelinas,Visureigis,Automatinė,"2.0 l., 177 kW",34 330 km
20395,29 950 €,BMW,320,2020-09,Dyzelinas,Universalas,Automatinė,"2.0 l., 110 kW",80 000 km
20396,29 950 €,Porsche,Macan,2014-08,Dyzelinas,Visureigis,Automatinė,"3.0 l., 190 kW",234 000 km
20397,29 990 €,Volkswagen,Golf,2021-03,Benzinas / elektra,Hečbekas,Automatinė,"1.4 l., 150 kW",24 660 km
20398,29 500 €,Mercedes-Benz,S350,2014-07,Dyzelinas,Sedanas,Automatinė,"3.0 l., 190 kW",382 000 km
20399,29 500 €,Lexus,UX 250h,2020-08,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 130 kW",44 700 km
20400,29 700 €,Volkswagen,Passat,2022-04,Benzinas,Universalas,Automatinė,"1.5 l., 110 kW",12 500 km
20401,29 800 €,BMW,540,2017-09,Benzinas,Sedanas,Automatinė,"3.0 l., 250 kW",105 000 km
20402,29 850 €,BMW,320,2019-11,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",153 273 km
20403,29 887 €,Hyundai,Kona,2020-11,Elektra,Visureigis,Automatinė,150 kW,26 458 km
20404,29 900 €,Toyota,RAV4,2021-10,Benzinas,Visureigis,Automatinė,"2.0 l., 129 kW",41 856 km
20405,29 900 €,Kia,XCeed,2022-03,Benzinas / elektra,Visureigis,Automatinė,"1.6 l., 77 kW",7 000 km
20406,29 900 €,Lexus,UX 250h,2019-05,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 131 kW",105 200 km
20407,29 900 €,Lexus,IS 300h,2017-12,Benzinas / elektra,Sedanas,Automatinė,"2.5 l., 133 kW",162 800 km
20408,29 900 €,Audi,Q7,2017-07,Dyzelinas,Visureigis,Automatinė,"3.0 l., 200 kW",196 000 km
20409,29 900 €,Mercedes-Benz,E220,2018-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 143 kW",166 000 km
20410,29 900 €,Porsche,Panamera,2014-01,Benzinas,Hečbekas,Automatinė,"3.6 l., 228 kW",205 700 km
20411,29 900 €,BMW,530,2018-05,Benzinas,Universalas,Automatinė,"2.0 l., 185 kW",53 025 km
20412,29 900 €,Mercedes-Benz,CLS250,2016-06,Dyzelinas,Universalas,Automatinė,"2.1 l., 150 kW",130 000 km
20413,29 900 €,Jaguar,F-Pace,2018-10,Dyzelinas,Visureigis,Automatinė,"2.0 l., 177 kW",34 330 km
20414,29 950 €,BMW,320,2020-09,Dyzelinas,Universalas,Automatinė,"2.0 l., 110 kW",80 000 km
20415,29 950 €,Porsche,Macan,2014-08,Dyzelinas,Visureigis,Automatinė,"3.0 l., 190 kW",234 000 km
20416,29 990 €,Volkswagen,Golf,2021-03,Benzinas / elektra,Hečbekas,Automatinė,"1.4 l., 150 kW",24 660 km
20417,29 500 €,Mercedes-Benz,E220,2017-05,Dyzelinas,Kupė (Coupe),Automatinė,"2.2 l., 143 kW",222 000 km
20418,29 500 €,Lexus,UX 250h,2020-08,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 130 kW",44 700 km
20419,29 700 €,Volkswagen,Passat,2022-04,Benzinas,Universalas,Automatinė,"1.5 l., 110 kW",12 500 km
20420,29 800 €,BMW,540,2017-09,Benzinas,Sedanas,Automatinė,"3.0 l., 250 kW",105 000 km
20421,29 850 €,BMW,320,2019-11,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",153 273 km
20422,29 887 €,Hyundai,Kona,2020-11,Elektra,Visureigis,Automatinė,150 kW,26 458 km
20423,29 900 €,Toyota,RAV4,2021-10,Benzinas,Visureigis,Automatinė,"2.0 l., 129 kW",41 856 km
20424,29 900 €,Kia,XCeed,2022-03,Benzinas / elektra,Visureigis,Automatinė,"1.6 l., 77 kW",7 000 km
20425,29 900 €,Mercedes-Benz,E220,2018-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 143 kW",166 000 km
20426,29 900 €,Audi,Q7,2017-07,Dyzelinas,Visureigis,Automatinė,"3.0 l., 200 kW",196 000 km
20427,29 900 €,Lexus,UX 250h,2019-05,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 131 kW",105 200 km
20428,29 900 €,Lexus,IS 300h,2017-12,Benzinas / elektra,Sedanas,Automatinė,"2.5 l., 133 kW",162 800 km
20429,29 900 €,Porsche,Panamera,2014-01,Benzinas,Hečbekas,Automatinė,"3.6 l., 228 kW",205 700 km
20430,29 900 €,BMW,530,2018-05,Benzinas,Universalas,Automatinė,"2.0 l., 185 kW",53 025 km
20431,29 900 €,Mercedes-Benz,CLS250,2016-06,Dyzelinas,Universalas,Automatinė,"2.1 l., 150 kW",130 000 km
20432,29 900 €,Jaguar,F-Pace,2018-10,Dyzelinas,Visureigis,Automatinė,"2.0 l., 177 kW",34 330 km
20433,29 950 €,BMW,320,2020-09,Dyzelinas,Universalas,Automatinė,"2.0 l., 110 kW",80 000 km
20434,29 950 €,Porsche,Macan,2014-08,Dyzelinas,Visureigis,Automatinė,"3.0 l., 190 kW",234 000 km
20435,29 990 €,Volkswagen,Golf,2021-03,Benzinas / elektra,Hečbekas,Automatinė,"1.4 l., 150 kW",24 660 km
20436,29 500 €,Mercedes-Benz,E220,2017-05,Dyzelinas,Kupė (Coupe),Automatinė,"2.2 l., 143 kW",222 000 km
20437,29 500 €,Lexus,UX 250h,2020-08,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 130 kW",44 700 km
20438,29 700 €,Volkswagen,Passat,2022-04,Benzinas,Universalas,Automatinė,"1.5 l., 110 kW",12 500 km
20439,29 800 €,BMW,540,2017-09,Benzinas,Sedanas,Automatinė,"3.0 l., 250 kW",105 000 km
20440,29 850 €,BMW,320,2019-11,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",153 273 km
20441,29 887 €,Hyundai,Kona,2020-11,Elektra,Visureigis,Automatinė,150 kW,26 458 km
20442,29 900 €,Toyota,RAV4,2021-10,Benzinas,Visureigis,Automatinė,"2.0 l., 129 kW",41 856 km
20443,29 900 €,Kia,XCeed,2022-03,Benzinas / elektra,Visureigis,Automatinė,"1.6 l., 77 kW",7 000 km
20444,29 900 €,Lexus,UX 250h,2019-05,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 131 kW",105 200 km
20445,29 900 €,Lexus,IS 300h,2017-12,Benzinas / elektra,Sedanas,Automatinė,"2.5 l., 133 kW",162 800 km
20446,29 900 €,Audi,Q7,2017-07,Dyzelinas,Visureigis,Automatinė,"3.0 l., 200 kW",196 000 km
20447,29 900 €,Mercedes-Benz,E220,2018-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 143 kW",166 000 km
20448,29 900 €,Porsche,Panamera,2014-01,Benzinas,Hečbekas,Automatinė,"3.6 l., 228 kW",205 700 km
20449,29 900 €,BMW,530,2018-05,Benzinas,Universalas,Automatinė,"2.0 l., 185 kW",53 025 km
20450,29 900 €,Mercedes-Benz,CLS250,2016-06,Dyzelinas,Universalas,Automatinė,"2.1 l., 150 kW",130 000 km
20451,29 900 €,Jaguar,F-Pace,2018-10,Dyzelinas,Visureigis,Automatinė,"2.0 l., 177 kW",34 330 km
20452,29 950 €,BMW,320,2020-09,Dyzelinas,Universalas,Automatinė,"2.0 l., 110 kW",80 000 km
20453,29 950 €,Porsche,Macan,2014-08,Dyzelinas,Visureigis,Automatinė,"3.0 l., 190 kW",234 000 km
20454,29 990 €,Volkswagen,Golf,2021-03,Benzinas / elektra,Hečbekas,Automatinė,"1.4 l., 150 kW",24 660 km
20455,29 500 €,Mercedes-Benz,E220,2017-05,Dyzelinas,Kupė (Coupe),Automatinė,"2.2 l., 143 kW",222 000 km
20456,29 500 €,Lexus,UX 250h,2020-08,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 130 kW",44 700 km
20457,29 700 €,Volkswagen,Passat,2022-04,Benzinas,Universalas,Automatinė,"1.5 l., 110 kW",12 500 km
20458,29 800 €,BMW,540,2017-09,Benzinas,Sedanas,Automatinė,"3.0 l., 250 kW",105 000 km
20459,29 850 €,BMW,320,2019-11,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",153 273 km
20460,29 887 €,Hyundai,Kona,2020-11,Elektra,Visureigis,Automatinė,150 kW,26 458 km
20461,29 900 €,Toyota,RAV4,2021-10,Benzinas,Visureigis,Automatinė,"2.0 l., 129 kW",41 856 km
20462,29 900 €,Kia,XCeed,2022-03,Benzinas / elektra,Visureigis,Automatinė,"1.6 l., 77 kW",7 000 km
20463,29 900 €,Mercedes-Benz,E220,2018-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 143 kW",166 000 km
20464,29 900 €,Audi,Q7,2017-07,Dyzelinas,Visureigis,Automatinė,"3.0 l., 200 kW",196 000 km
20465,29 900 €,Lexus,UX 250h,2019-05,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 131 kW",105 200 km
20466,29 900 €,Lexus,IS 300h,2017-12,Benzinas / elektra,Sedanas,Automatinė,"2.5 l., 133 kW",162 800 km
20467,29 900 €,Porsche,Panamera,2014-01,Benzinas,Hečbekas,Automatinė,"3.6 l., 228 kW",205 700 km
20468,29 900 €,BMW,530,2018-05,Benzinas,Universalas,Automatinė,"2.0 l., 185 kW",53 025 km
20469,29 900 €,Mercedes-Benz,CLS250,2016-06,Dyzelinas,Universalas,Automatinė,"2.1 l., 150 kW",130 000 km
20470,29 900 €,Jaguar,F-Pace,2018-10,Dyzelinas,Visureigis,Automatinė,"2.0 l., 177 kW",34 330 km
20471,29 950 €,BMW,320,2020-09,Dyzelinas,Universalas,Automatinė,"2.0 l., 110 kW",80 000 km
20472,29 950 €,Porsche,Macan,2014-08,Dyzelinas,Visureigis,Automatinė,"3.0 l., 190 kW",234 000 km
20473,29 990 €,Volkswagen,Golf,2021-03,Benzinas / elektra,Hečbekas,Automatinė,"1.4 l., 150 kW",24 660 km
20474,29 500 €,Mercedes-Benz,S350,2014-07,Dyzelinas,Sedanas,Automatinė,"3.0 l., 190 kW",382 000 km
20475,29 500 €,Lexus,UX 250h,2020-08,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 130 kW",44 700 km
20476,29 700 €,Volkswagen,Passat,2022-04,Benzinas,Universalas,Automatinė,"1.5 l., 110 kW",12 500 km
20477,29 800 €,BMW,540,2017-09,Benzinas,Sedanas,Automatinė,"3.0 l., 250 kW",105 000 km
20478,29 850 €,BMW,320,2019-11,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",153 273 km
20479,29 887 €,Hyundai,Kona,2020-11,Elektra,Visureigis,Automatinė,150 kW,26 458 km
20480,29 900 €,Toyota,RAV4,2021-10,Benzinas,Visureigis,Automatinė,"2.0 l., 129 kW",41 856 km
20481,29 900 €,Kia,XCeed,2022-03,Benzinas / elektra,Visureigis,Automatinė,"1.6 l., 77 kW",7 000 km
20482,29 900 €,Lexus,UX 250h,2019-05,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 131 kW",105 200 km
20483,29 900 €,Lexus,IS 300h,2017-12,Benzinas / elektra,Sedanas,Automatinė,"2.5 l., 133 kW",162 800 km
20484,29 900 €,Audi,Q7,2017-07,Dyzelinas,Visureigis,Automatinė,"3.0 l., 200 kW",196 000 km
20485,29 900 €,Mercedes-Benz,E220,2018-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 143 kW",166 000 km
20486,29 900 €,Porsche,Panamera,2014-01,Benzinas,Hečbekas,Automatinė,"3.6 l., 228 kW",205 700 km
20487,29 900 €,BMW,530,2018-05,Benzinas,Universalas,Automatinė,"2.0 l., 185 kW",53 025 km
20488,29 900 €,Mercedes-Benz,CLS250,2016-06,Dyzelinas,Universalas,Automatinė,"2.1 l., 150 kW",130 000 km
20489,29 900 €,Jaguar,F-Pace,2018-10,Dyzelinas,Visureigis,Automatinė,"2.0 l., 177 kW",34 330 km
20490,29 950 €,BMW,320,2020-09,Dyzelinas,Universalas,Automatinė,"2.0 l., 110 kW",80 000 km
20491,29 950 €,Porsche,Macan,2014-08,Dyzelinas,Visureigis,Automatinė,"3.0 l., 190 kW",234 000 km
20492,29 990 €,Volkswagen,Golf,2021-03,Benzinas / elektra,Hečbekas,Automatinė,"1.4 l., 150 kW",24 660 km
20493,29 500 €,Volkswagen,Tiguan,2018-10,Benzinas,Visureigis,Automatinė,"2.0 l., 132 kW",26 254 km
20494,29 500 €,Lexus,UX 250h,2020-08,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 130 kW",44 700 km
20495,29 700 €,Volkswagen,Passat,2022-04,Benzinas,Universalas,Automatinė,"1.5 l., 110 kW",12 500 km
20496,29 800 €,BMW,540,2017-09,Benzinas,Sedanas,Automatinė,"3.0 l., 250 kW",105 000 km
20497,29 850 €,BMW,320,2019-11,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",153 273 km
20498,29 887 €,Hyundai,Kona,2020-11,Elektra,Visureigis,Automatinė,150 kW,26 458 km
20499,29 900 €,Toyota,RAV4,2021-10,Benzinas,Visureigis,Automatinė,"2.0 l., 129 kW",41 856 km
20500,29 900 €,Lexus,UX 250h,2019-05,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 131 kW",105 200 km
20501,29 900 €,Lexus,IS 300h,2017-12,Benzinas / elektra,Sedanas,Automatinė,"2.5 l., 133 kW",162 800 km
20502,29 900 €,Kia,XCeed,2022-03,Benzinas / elektra,Visureigis,Automatinė,"1.6 l., 77 kW",7 000 km
20503,29 900 €,Mercedes-Benz,E220,2018-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 143 kW",166 000 km
20504,29 900 €,Audi,Q7,2017-07,Dyzelinas,Visureigis,Automatinė,"3.0 l., 200 kW",196 000 km
20505,29 900 €,Porsche,Panamera,2014-01,Benzinas,Hečbekas,Automatinė,"3.6 l., 228 kW",205 700 km
20506,29 900 €,BMW,530,2018-05,Benzinas,Universalas,Automatinė,"2.0 l., 185 kW",53 025 km
20507,29 900 €,Mercedes-Benz,CLS250,2016-06,Dyzelinas,Universalas,Automatinė,"2.1 l., 150 kW",130 000 km
20508,29 900 €,Jaguar,F-Pace,2018-10,Dyzelinas,Visureigis,Automatinė,"2.0 l., 177 kW",34 330 km
20509,29 950 €,BMW,320,2020-09,Dyzelinas,Universalas,Automatinė,"2.0 l., 110 kW",80 000 km
20510,29 950 €,Porsche,Macan,2014-08,Dyzelinas,Visureigis,Automatinė,"3.0 l., 190 kW",234 000 km
20511,29 990 €,Volkswagen,Golf,2021-03,Benzinas / elektra,Hečbekas,Automatinė,"1.4 l., 150 kW",24 660 km
20512,29 500 €,Mercedes-Benz,E220,2017-05,Dyzelinas,Kupė (Coupe),Automatinė,"2.2 l., 143 kW",222 000 km
20513,29 500 €,Lexus,UX 250h,2020-08,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 130 kW",44 700 km
20514,29 700 €,Volkswagen,Passat,2022-04,Benzinas,Universalas,Automatinė,"1.5 l., 110 kW",12 500 km
20515,29 800 €,BMW,540,2017-09,Benzinas,Sedanas,Automatinė,"3.0 l., 250 kW",105 000 km
20516,29 850 €,BMW,320,2019-11,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",153 273 km
20517,29 887 €,Hyundai,Kona,2020-11,Elektra,Visureigis,Automatinė,150 kW,26 458 km
20518,29 900 €,Toyota,RAV4,2021-10,Benzinas,Visureigis,Automatinė,"2.0 l., 129 kW",41 856 km
20519,29 900 €,Kia,XCeed,2022-03,Benzinas / elektra,Visureigis,Automatinė,"1.6 l., 77 kW",7 000 km
20520,29 900 €,Lexus,UX 250h,2019-05,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 131 kW",105 200 km
20521,29 900 €,Lexus,IS 300h,2017-12,Benzinas / elektra,Sedanas,Automatinė,"2.5 l., 133 kW",162 800 km
20522,29 900 €,Audi,Q7,2017-07,Dyzelinas,Visureigis,Automatinė,"3.0 l., 200 kW",196 000 km
20523,29 900 €,Mercedes-Benz,E220,2018-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 143 kW",166 000 km
20524,29 900 €,Porsche,Panamera,2014-01,Benzinas,Hečbekas,Automatinė,"3.6 l., 228 kW",205 700 km
20525,29 900 €,BMW,530,2018-05,Benzinas,Universalas,Automatinė,"2.0 l., 185 kW",53 025 km
20526,29 900 €,Mercedes-Benz,CLS250,2016-06,Dyzelinas,Universalas,Automatinė,"2.1 l., 150 kW",130 000 km
20527,29 900 €,Jaguar,F-Pace,2018-10,Dyzelinas,Visureigis,Automatinė,"2.0 l., 177 kW",34 330 km
20528,29 950 €,BMW,320,2020-09,Dyzelinas,Universalas,Automatinė,"2.0 l., 110 kW",80 000 km
20529,29 950 €,Porsche,Macan,2014-08,Dyzelinas,Visureigis,Automatinė,"3.0 l., 190 kW",234 000 km
20530,29 990 €,Volkswagen,Golf,2021-03,Benzinas / elektra,Hečbekas,Automatinė,"1.4 l., 150 kW",24 660 km
20531,29 500 €,Mercedes-Benz,E220,2017-05,Dyzelinas,Kupė (Coupe),Automatinė,"2.2 l., 143 kW",222 000 km
20532,29 500 €,Lexus,UX 250h,2020-08,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 130 kW",44 700 km
20533,29 700 €,Volkswagen,Passat,2022-04,Benzinas,Universalas,Automatinė,"1.5 l., 110 kW",12 500 km
20534,29 800 €,BMW,540,2017-09,Benzinas,Sedanas,Automatinė,"3.0 l., 250 kW",105 000 km
20535,29 850 €,BMW,320,2019-11,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",153 273 km
20536,29 887 €,Hyundai,Kona,2020-11,Elektra,Visureigis,Automatinė,150 kW,26 458 km
20537,29 900 €,Toyota,RAV4,2021-10,Benzinas,Visureigis,Automatinė,"2.0 l., 129 kW",41 856 km
20538,29 900 €,Kia,XCeed,2022-03,Benzinas / elektra,Visureigis,Automatinė,"1.6 l., 77 kW",7 000 km
20539,29 900 €,Mercedes-Benz,E220,2018-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 143 kW",166 000 km
20540,29 900 €,Audi,Q7,2017-07,Dyzelinas,Visureigis,Automatinė,"3.0 l., 200 kW",196 000 km
20541,29 900 €,Lexus,UX 250h,2019-05,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 131 kW",105 200 km
20542,29 900 €,Lexus,IS 300h,2017-12,Benzinas / elektra,Sedanas,Automatinė,"2.5 l., 133 kW",162 800 km
20543,29 900 €,Porsche,Panamera,2014-01,Benzinas,Hečbekas,Automatinė,"3.6 l., 228 kW",205 700 km
20544,29 900 €,BMW,530,2018-05,Benzinas,Universalas,Automatinė,"2.0 l., 185 kW",53 025 km
20545,29 900 €,Mercedes-Benz,CLS250,2016-06,Dyzelinas,Universalas,Automatinė,"2.1 l., 150 kW",130 000 km
20546,29 900 €,Jaguar,F-Pace,2018-10,Dyzelinas,Visureigis,Automatinė,"2.0 l., 177 kW",34 330 km
20547,29 950 €,BMW,320,2020-09,Dyzelinas,Universalas,Automatinė,"2.0 l., 110 kW",80 000 km
20548,29 950 €,Porsche,Macan,2014-08,Dyzelinas,Visureigis,Automatinė,"3.0 l., 190 kW",234 000 km
20549,29 990 €,Volkswagen,Golf,2021-03,Benzinas / elektra,Hečbekas,Automatinė,"1.4 l., 150 kW",24 660 km
20550,29 500 €,Mercedes-Benz,E220,2017-05,Dyzelinas,Kupė (Coupe),Automatinė,"2.2 l., 143 kW",222 000 km
20551,29 500 €,Lexus,UX 250h,2020-08,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 130 kW",44 700 km
20552,29 700 €,Volkswagen,Passat,2022-04,Benzinas,Universalas,Automatinė,"1.5 l., 110 kW",12 500 km
20553,29 800 €,BMW,540,2017-09,Benzinas,Sedanas,Automatinė,"3.0 l., 250 kW",105 000 km
20554,29 850 €,BMW,320,2019-11,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",153 273 km
20555,29 887 €,Hyundai,Kona,2020-11,Elektra,Visureigis,Automatinė,150 kW,26 458 km
20556,29 900 €,Toyota,RAV4,2021-10,Benzinas,Visureigis,Automatinė,"2.0 l., 129 kW",41 856 km
20557,29 900 €,Kia,XCeed,2022-03,Benzinas / elektra,Visureigis,Automatinė,"1.6 l., 77 kW",7 000 km
20558,29 900 €,Lexus,UX 250h,2019-05,Benzinas / elektra,Visureigis,Automatinė,"2.0 l., 131 kW",105 200 km
20559,29 900 €,Lexus,IS 300h,2017-12,Benzinas / elektra,Sedanas,Automatinė,"2.5 l., 133 kW",162 800 km
20560,29 900 €,Audi,Q7,2017-07,Dyzelinas,Visureigis,Automatinė,"3.0 l., 200 kW",196 000 km
20561,29 900 €,Mercedes-Benz,E220,2018-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 143 kW",166 000 km
20562,29 900 €,Porsche,Panamera,2014-01,Benzinas,Hečbekas,Automatinė,"3.6 l., 228 kW",205 700 km
20563,29 900 €,BMW,530,2018-05,Benzinas,Universalas,Automatinė,"2.0 l., 185 kW",53 025 km
